trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2/1/2019 3:10,30238800000000.0,fraud_Cole PLC,grocery_pos,95.85,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1/2/1976,a5237a583a2b656789637a8a764da8e3,1328065852,30.037208,-96.517044,0
4/6/2019 0:17,4509140000000000.0,fraud_Marks Inc,gas_transport,68.05,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",7/12/1926,227d26ca538dee3c5a5802c03abc5cc3,1333671422,31.596651,-82.922145,0
12/20/2019 20:43,4.65318e+18,fraud_Quitzon-Goyette,home,48.29,Robert,Hall,M,371 Anthony Trail Suite 354,Glade Spring,VA,24340,36.7779,-81.7676,5657,Clinical psychologist,4/29/1987,269b97ed89e00a5e85f8b37f2d2766ef,1356036197,37.511717,-81.329716,0
10/4/2019 16:12,4.49791e+18,fraud_O'Connell-Ullrich,home,1.95,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,11/7/1955,d3e731d3958ac6fca7d6b2cf668229fa,1349367167,35.015874,-79.041026,0
9/7/2019 23:22,4.97353e+18,"fraud_Walter, Hettinger and Kessler",personal_care,12.68,Mary,Rodriguez,F,8986 Fitzgerald Plains,Winslow,AR,72959,35.8312,-94.1187,2786,Musician,9/27/1965,8a068ecbb0b076f486ba3ff4b6d3fe14,1347060131,35.025926,-93.536006,0
12/1/2019 22:09,3543590000000000.0,fraud_Effertz LLC,entertainment,63.77,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,10/4/1972,a9cad48004852c9adf9f3cfbd291ed17,1354399766,40.429457,-78.075132,0
12/6/2019 14:32,2283740000000000.0,fraud_Jakubowski Inc,home,5.25,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,12/27/1997,1d4ce33efbbd4f0f4ec6ba63430c56bb,1354804362,34.73697,-83.662764,0
12/23/2019 11:28,180069000000000.0,fraud_Parisian and Sons,gas_transport,59.44,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,11/1/1969,ddd9ae7496a0f584d5372f59e4a7ea7f,1356262139,41.258664,-78.484595,0
10/26/2019 23:19,213196000000000.0,fraud_Kutch-Ferry,home,31.19,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,7/24/1969,fa69531e0138a69fc62bf3fefd2d92e7,1351293558,41.56834,-93.017707,0
7/15/2019 5:24,370349000000000.0,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,50.5,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",9/3/1951,af30b277694ff7c19ae29b873f479dea,1342329840,31.387635,-90.312657,0
12/21/2019 9:50,38052000000000.0,fraud_Bartoletti-Wunsch,gas_transport,63.42,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,9/11/1995,bc9dfca1f9d1b2f3d8af4f3ab0eb559e,1356083438,29.522051,-95.16079,0
12/1/2019 18:55,3586960000000000.0,"fraud_McDermott, Osinski and Morar",home,78.27,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",12/8/1994,c7340642fe56f69b75bd43d28085f9fd,1354388116,39.884792,-78.314794,0
8/1/2019 2:53,60490596305.0,fraud_Predovic Inc,shopping_net,1.21,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",5/19/1963,74e1129b002cfc5a42c942b15f1700f4,1343789580,34.399122,-91.666843,0
8/16/2019 11:48,3558650000000000.0,fraud_Smith-Stokes,misc_pos,17.61,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1/26/1931,65b1741f6965209bcc182ac293e88929,1345117725,32.276338,-93.723477,0
6/20/2020 10:54,4.46978e+18,"fraud_Schaefer, McGlynn and Bosco",gas_transport,87.74,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,11/22/1980,0dc1bb89934310c284279c52b11cb857,1371725695,42.400743,-70.624324,0
11/25/2019 14:08,6593250000000000.0,fraud_Frami Group,entertainment,114.39,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,1/4/1977,30638d43ff3b53e894583c0c3d137cf3,1353852505,27.205594,-80.212694,0
7/23/2019 16:46,3524570000000000.0,"fraud_Schroeder, Hauck and Treutel",entertainment,218.64,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,652489857298e562306bf86b9bbc2959,1343062014,27.492468,-79.910609,0
12/4/2019 14:13,4450830000000000.0,"fraud_Roob, Conn and Tremblay",shopping_pos,7.1,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1/20/1972,b8ab16224e75b301a13c5e7bed415055,1354630386,35.280281,-95.554445,0
3/30/2020 23:09,3583640000000000.0,"fraud_Schumm, McLaughlin and Carter",food_dining,92.34,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1/1/1985,3df6fb50892cb61ea8ca5926b1132fe5,1364684979,39.623744,-74.137718,0
8/11/2019 21:03,3554820000000000.0,fraud_Kling-Ernser,entertainment,58.45,Cory,Thomas,M,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,9/27/1970,2e8019c72e02ca9243b0083c61ab093b,1344719006,39.631382,-90.967187,0
8/28/2019 10:43,630469000000.0,fraud_Brekke and Sons,gas_transport,63.69,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,5/1/1936,52df0fe8c4e86f68cb0b3033194e23f6,1346150601,46.603993,-122.306269,0
4/21/2020 11:34,180068000000000.0,"fraud_Osinski, Ledner and Leuschke",grocery_pos,183.9,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",9/17/1976,ca356f8e2e6e1069f35e51af2f79cee9,1366544063,34.268176,-118.240073,0
4/27/2019 21:44,180017000000000.0,fraud_Erdman-Schaden,personal_care,25.22,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",6/1/1939,35ad71451a8af48fd19c88f0642a3a0e,1335563071,42.294146,-74.641828,0
11/4/2019 14:06,3551220000000000.0,fraud_Deckow-Dare,food_dining,16.84,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,10/9/1976,be8036fa7a6f04b7d6cd5e732a06f2e5,1352038019,44.637573,-75.48694,0
5/5/2019 21:33,675990000000.0,fraud_Gislason Group,misc_pos,4.95,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,3/13/1994,54e82e3da453d92a2952bf36c2219a65,1336253609,40.13765,-74.725019,0
11/12/2019 6:32,3561960000000000.0,fraud_Heidenreich PLC,grocery_pos,88.77,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,3/3/1984,3755d9c08933f436ec365d32bf4eac68,1352701947,40.894294,-72.313295,0
2/14/2020 0:47,568279000000.0,fraud_Kerluke Inc,misc_net,92.16,Micheal,Hernandez,M,6139 Mark Rapid Apt. 651,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,5/1/1991,7a4800138bafba50d56031e1dc755b89,1360802854,46.24048,-95.818923,0
4/2/2020 5:48,4294040000000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,81.9,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,12/31/1986,893e87c8495640473f9ea4f295e87603,1364881731,34.294076,-82.233691,0
5/19/2019 21:44,180067000000000.0,fraud_Stark-Koss,home,85.66,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1/20/1992,6453e0ae76d14c88bf79bfb9252a26f1,1337463873,41.214694,-87.227531,0
4/15/2019 22:33,2297450000000000.0,fraud_Heaney-Marquardt,entertainment,15.29,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1/13/1960,02df8bdf12c05c6112cfb29526b55ede,1334529210,40.210948,-87.756393,0
12/27/2019 20:04,4364010000000000.0,fraud_Leannon-Ward,food_dining,3.9,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,3/12/1997,ae4d6b0bb39e60449d64ddf71766618a,1356638687,39.192623,-120.187258,0
6/1/2020 12:57,2283740000000000.0,fraud_Leannon-Ward,food_dining,33.85,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,12/27/1997,4d6bd061c967f9a79659292305fe54e0,1370091477,34.136723,-84.017579,0
5/7/2019 13:02,2242540000000000.0,"fraud_Dare, Fritsch and Zboncak",health_fitness,43.7,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,4/10/1996,d8a7602776e954b7c8d0716e34f318aa,1336395768,38.147645,-86.119435,0
11/26/2019 14:47,3502090000000000.0,fraud_Berge-Hills,kids_pets,60.24,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,9/8/1976,ec029dfd5df85a3331320c9b83ade715,1353941228,38.353245,-77.845025,0
12/16/2019 3:07,342952000000000.0,fraud_Kiehn-Emmerich,grocery_pos,109.78,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,9/26/1987,be9708f613c174d2bfb4f8e6f29aae52,1355627271,42.544373,-73.132276,0
12/7/2019 14:48,6593250000000000.0,fraud_Barton LLC,kids_pets,261.2,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,1/4/1977,fd8431b4fb50987d705b209d48fba0e6,1354891690,26.193259,-80.180886,0
8/8/2019 1:43,379897000000000.0,fraud_Luettgen PLC,gas_transport,66.38,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,2/28/1930,b0a699d5018d7d67fae8666fcc1c622c,1344390196,38.86455,-85.43011,0
12/28/2019 4:30,4.24495e+18,fraud_McCullough LLC,misc_pos,29.63,Christopher,Odom,M,81446 Nicole Highway Apt. 874,Richland,NJ,8350,39.485,-74.8776,825,Licensed conveyancer,7/6/1991,76e79d43149f2f2afa45f5d5d36abf3b,1356669000,39.414158,-75.418773,0
12/27/2019 20:04,4904680000000000.0,fraud_Kozey-Boehm,shopping_net,6.76,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,13fe70eba97a782b9be0e6a9414b2f8e,1356638655,41.368825,-73.797998,0
7/11/2019 20:34,4623560000000.0,fraud_Kovacek Ltd,travel,8.08,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,7/15/1954,3b8fc3e1ed42f13a956482e98a78a02c,1342038898,42.108455,-93.743045,0
6/19/2020 6:28,30143500000000.0,fraud_Sporer Inc,gas_transport,70.45,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",8/17/1980,d144a26b57d9bdc3327554fb3ffa49d9,1371623288,38.820234,-76.047058,0
9/26/2019 19:45,4.95683e+18,fraud_Maggio-Fahey,misc_pos,19.1,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,12/21/1980,eaf6b1a32546cc05c1595e7dec3c5e57,1348688713,39.711433,-75.168804,0
4/21/2020 10:26,340954000000000.0,fraud_Kuvalis Ltd,gas_transport,67.19,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",5/18/1980,98d514c3acdae7c7a9ef6e6905f02cd7,1366539994,42.376293,-83.009073,0
7/11/2019 0:42,4220350000000.0,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,4.0,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1/20/1960,23b92776ca09eeefe7100fafea17b7d9,1341967373,43.340083,-83.271348,0
7/22/2019 14:35,2264940000000000.0,"fraud_Reichert, Huels and Hoppe",shopping_net,9.78,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,10/17/1995,ab3b5559d86e8d73a1fdd2f1263f6a69,1342967700,29.401899,-99.065072,0
12/26/2019 17:53,371985000000000.0,fraud_Schoen Ltd,kids_pets,19.17,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",6/9/1949,44acaea605a58d37ec1c4ad51f903ccb,1356544430,43.602951,-75.546553,0
4/30/2019 16:56,2713910000000000.0,"fraud_Langosh, Wintheiser and Hyatt",food_dining,64.03,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,2/13/1964,67653cd10a417576e8b7e471ff6e2310,1335804989,31.733761,-90.717657,0
12/7/2019 3:09,213103000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,144.56,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",9/1/1956,14c310a95ef4c70a38e995f52f1e4cd2,1354849783,43.195426,-124.869696,0
11/6/2019 2:36,3593120000000000.0,fraud_Schmitt Inc,gas_transport,67.51,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,c30bc68dc2827da383e1d67adcc90455,1352169368,45.467177,-67.417563,0
4/16/2020 7:55,4.537e+18,fraud_Pacocha-O'Reilly,grocery_pos,42.71,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,7/18/1972,7d387cbf94a042f29efd10cfd17fc694,1366098938,35.424599,-106.946366,0
1/17/2020 4:37,4104310000000000.0,fraud_O'Keefe-Hudson,grocery_pos,99.41,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",9/19/1988,2fb8a485ef9c1a2763221ade3e927734,1358397439,33.496295,-115.874622,0
1/4/2019 23:46,4.7973e+18,"fraud_Streich, Rolfson and Wilderman",kids_pets,54.14,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,3/13/1991,6f674a4ca62e7a48ffe06f5c6bfc7370,1325720779,39.687539,-87.426681,0
7/8/2019 6:05,2286240000000000.0,"fraud_Parisian, Schiller and Altenwerth",misc_net,7.96,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,5/27/1950,1d2873cc2df81c159f231f37b0d1812a,1341727523,37.792265,-93.320266,0
6/10/2019 21:12,3504180000000000.0,"fraud_Turcotte, Batz and Buckridge",health_fitness,31.91,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",7/23/1992,c71174486ed5f3f2bd6889684152e6dd,1339362752,41.372043,-84.510041,0
4/11/2020 5:32,676276000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,93.02,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1/18/1986,290bd8f4c3fcb8156b0d8496f535c090,1365658362,44.01183,-86.054461,0
5/10/2019 17:31,4585130000000.0,"fraud_Roberts, Ryan and Smith",personal_care,22.34,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,4/18/1972,1ab7cef36f5b6c0ffcdee0d61bf3631e,1336671090,39.203176,-92.794525,0
12/16/2019 11:50,3582750000000000.0,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,100.53,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,8/8/1966,276aa5171f366bdcf037feee5f6dc6e5,1355658624,35.352889,-94.601332,0
10/12/2019 20:16,4.74288e+18,"fraud_Koss, McLaughlin and Mayer",food_dining,9.34,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",4/13/1991,1581f3452b932bf3904fdcad053008ba,1350072988,19.607742,-155.045848,0
9/14/2019 8:22,3536920000000000.0,fraud_O'Keefe-Hudson,grocery_pos,95.25,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,6/12/1955,fc008fc1f9d9e3347f2ff668b2fa51f2,1347610920,36.467327,-121.593945,0
3/15/2020 7:42,30118400000000.0,"fraud_Robel, Cummerata and Prosacco",gas_transport,84.15,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,4/29/1993,8a7f98a9f945721fd913666ab6aec9ff,1363333342,39.587092,-75.004438,0
6/17/2019 3:09,3575790000000000.0,fraud_Padberg-Welch,grocery_pos,105.9,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,7/17/1989,75cc77e9c07eacc73bc66a82cff17058,1339902562,38.178576,-93.296384,0
7/20/2019 16:56,4874020000000000.0,fraud_Reilly and Sons,health_fitness,14.75,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,5/28/1982,bca2ef269c9e102f57afb6ce7f7e176f,1342803409,45.263606,-122.183808,0
1/26/2020 4:37,2450830000000000.0,fraud_Padberg-Welch,grocery_pos,78.32,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,2/22/1987,47798818112f4c392df3a216024b9894,1359175071,44.735723,-95.032586,0
12/5/2019 13:45,630442000000.0,fraud_Connelly-Carter,home,69.99,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,7/26/1965,790f892d27878148ba572cf144b84f50,1354715144,32.74134,-98.935969,0
6/14/2019 0:40,180049000000000.0,fraud_Goodwin-Nitzsche,grocery_pos,105.28,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,4/15/1986,2a90c44184c68b8822eb4ef92b0d3412,1339634416,47.392235,-90.749712,0
2/9/2019 4:46,5388660000000000.0,fraud_Kris-Weimann,misc_net,1.8,Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,2/14/1962,eed4d187d6b6c5b804e64f0677035865,1328762817,43.664695,-91.736166,0
4/11/2019 10:38,3535810000000000.0,fraud_Emard Inc,gas_transport,72.01,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,62571,39.39,-88.9597,1532,Radio broadcast assistant,1/9/1980,33fc88eea60b9fb2082b9e395a89c871,1334140713,39.642792,-89.452841,0
5/8/2019 14:43,3593120000000000.0,fraud_Prosacco LLC,personal_care,142.86,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,4ccc6c131501f2737bb8ea1bbd1fc29a,1336488186,43.582853,-67.066178,0
10/25/2019 3:00,3566000000000000.0,fraud_Harris Inc,gas_transport,63.61,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1/21/1973,ede5275436193cc391fb5d947bd8e025,1351134050,30.821121,-106.476643,0
3/24/2019 13:38,6011380000000000.0,"fraud_Schroeder, Hauck and Treutel",entertainment,23.06,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,7/13/1973,4c84a1c6e20abb0768d486848a7ae805,1332596334,41.621115,-104.29613,0
10/8/2019 2:36,4265780000000000.0,"fraud_Mosciski, Ziemann and Farrell",shopping_net,6.81,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1/5/1954,ecc01a83ee376437dd37f848785ad096,1349663805,35.7109,-92.531451,0
5/16/2020 16:27,3523840000000000.0,fraud_Lynch Ltd,shopping_pos,6.77,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,11/20/1970,7f96f3eeed52afa0fa7d78a050a15733,1368721644,33.600735,-87.238249,0
11/9/2019 17:00,4.18183e+18,fraud_Pollich LLC,home,15.53,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",9/6/1988,f435c1a762ef952af561a5b2e4f75596,1352480404,36.478779,-105.266634,0
10/19/2019 1:03,676327000000.0,"fraud_Christiansen, Goyette and Schamberger",gas_transport,9.98,Benjamin,Beck,M,994 Grant Mall,Irvington,NY,10533,41.0381,-73.8597,7322,Air traffic controller,5/16/1948,28c4374a563405f8867f26de47bf3964,1350608596,40.152782,-74.04425,1
